Middle East & North Africa (excluding high income),MNA,73.5874
Montenegro,MNE,76.7700
Mongolia,MNG,69.6890
Northern Mariana Islands,MNP,
Mozambique,MOZ,60.1630
Mauritania,MRT,64.7040
Mauritius,MUS,74.4163
Malawi,MWI,63.7980
Malaysia,MYS,75.9970
North America,NAC,78.8869
Namibia,NAM,63.3730
New Caledonia,NCL,77.1488
Niger,NER,62.0240
Nigeria,NGA,54.3320
Nicaragua,NIC,74.2750
Netherlands,NLD,81.7610
Norway,NOR,82.8122
Nepal,NPL,70.4780
Nauru,NRU,
New Zealand,NZL,81.8585
OECD members,OED,80.1725
Oman,OMN,77.6330
Other small states,OSS,68.5559
Pakistan,PAK,67.1140
Panama,PAN,78.3290
Peru,PER,76.5160
Philippines,PHL,71.0950
Palau,PLW,
Papua New Guinea,PNG,64.2630
Poland,POL,77.7537
Pre-demographic dividend,PRE,60.8210
Puerto Rico,PRI,79.7782
Korea. Dem. People’s Rep.,PRK,72.0950
Portugal,PRT,81.7244
Paraguay,PRY,74.1310
Palestine,PSE,73.8950
Pacific island small states,PSS,69.9291
Post-demographic dividend,PST,80.6315
French Polynesia,PYF,77.4620
Qatar,QAT,80.1000
Romania,ROU,75.4098
Russia,RUS,72.6573
Rwanda,RWA,68.7000
South Asia,SAS,69.4122
Saudi Arabia,SAU,74.9980
Sudan,SDN,65.0950
Senegal,SEN,67.6650
Singapore,SGP,83.1463
Solomon Islands,SLB,72.8350
Sierra Leone,SLE,54.3090
El Salvador,SLV,73.0960
San Marino,SMR,
Somalia,SOM,57.0680
Serbia,SRB,75.5390
Sub-Saharan Africa (excluding high income),SSA,61.2720
South Sudan,SSD,57.6040
Sub-Saharan Africa,SSF,61.2730
Small states,SST,69.5480
Sao Tome and Principe,STP,70.1700
Suriname,SUR,71.5700
Slovakia,SVK,77.1659
Slovenia,SVN,81.0293
Sweden,SWE,82.5122
Swaziland,SWZ,59.4010
Sint Maarten (Dutch part),SXM,78.2927
Seychelles,SYC,72.8415
Syria,SYR,71.7790
Turks and Caicos Islands,TCA,
Chad,TCD,53.9770
East Asia & Pacific (IDA & IBRD countries),TEA,75.2492
Europe & Central Asia (IDA & IBRD countries),TEC,74.0452
Togo,TGO,60.7600
Thailand,THA,76.9310
Tajikistan,TJK,70.8790
Turkmenistan,TKM,68.0730
Latin America & the Caribbean (IDA & IBRD countries),TLA,75.3555
Timor,TLS,69.2600
Middle East & North Africa (IDA & IBRD countries),TMN,73.5836
Tonga,TON,70.8010
South Asia (IDA & IBRD),TSA,69.4122
Sub-Saharan Africa (IDA & IBRD countries),TSS,61.2730
Trinidad and Tobago,TTO,73.3800
Tunisia,TUN,76.5050
Turkey,TUR,77.4370
Tuvalu,TUV,
Tanzania,TZA,65.0150
Uganda,UGA,62.9730
Ukraine,UKR,71.5827
Upper middle income,UMC,75.7463
Uruguay,URY,77.7700
United States,USA,78.5390
Uzbekistan,UZB,71.5730
Saint Vincent and the Grenadines,VCT,72.4150
Venezuela,VEN,72.1280
British Virgin Islands,VGB,
United States Virgin Islands,VIR,79.5683
Vietnam,VNM,75.3170
Vanuatu,VUT,70.3230
World,WLD,72.5601
Samoa,WSM,73.1870
Kosovo,XKX,72.1951
Yemen,YEM,66.0960
South Africa,ZAF,63.8570
Zambia,ZMB,63.5100
Zimbabwe,ZWE,61.1950
