Mongolia,MNG,3.8938
Northern Mariana Islands,MNP,
Mozambique,MOZ,0.6847
Mauritania,MRT,0.9252
Mauritius,MUS,3.5152
Malawi,MWI,0.4386
Malaysia,MYS,3.4676
North America,NAC,14.07893173
Namibia,NAM,1954
New Caledonia,NCL,
Niger,NER,0.2695
Nigeria,NGA,1.1792
Nicaragua,NIC,1.5334
Netherlands,NLD,11.1839
Norway,NOR,18.2248
Nepal,NPL,3.1084
Nauru,NRU,7.6636
New Zealand,NZL,12.4482
OECD members,OED,9.954045362
Oman,OMN,4.1965
Other small states,OSS,3.774922485
Pakistan,PAK,0.6683
Panama,PAN,3.0741
Peru,PER,2.4398
Philippines,PHL,4.9351
Palau,PLW,7.2626
Papua New Guinea,PNG,0.4548
Poland,POL,6.8926
Pre-demographic dividend,PRE,0.851468784
Puerto Rico,PRI,
Korea. Dem. People’s Rep.,PRK,4.4489
Portugal,PRT,6.9746
Paraguay,PRY,1.6604
Palestine,PSE,
Pacific island small states,PSS,2.797560138
Post-demographic dividend,PST,11.21884877
French Polynesia,PYF,
Qatar,QAT,7.2628
Romania,ROU,7.3891
Russia,RUS,8.5429
Rwanda,RWA,1.2044
South Asia,SAS,1.482737979
Saudi Arabia,SAU,5.4763
Sudan,SDN,0.6952
Senegal,SEN,0.3127
Singapore,SGP,6.2432
Solomon Islands,SLB,2.1642
Sierra Leone,SLE,0.2239
El Salvador,SLV,1.8344
San Marino,SMR,
Somalia,SOM,
Serbia,SRB,6.0855
Sub-Saharan Africa (excluding high income),SSA,0.985086063
South Sudan,SSD,
Sub-Saharan Africa,SSF,0.985744586
Small states,SST,3.453888542
Sao Tome and Principe,STP,1.9242
Suriname,SUR,2.7569
Slovakia,SVK,6.0671
Slovenia,SVN,9.9745
Sweden,SWE,11.8164
Swaziland,SWZ,4.1415
Sint Maarten (Dutch part),SXM,
Seychelles,SYC,8.0773
Syria,SYR,1.5406
Turks and Caicos Islands,TCA,
Chad,TCD,0.2322
East Asia & Pacific (IDA & IBRD countries),TEA,2.634241146
Europe & Central Asia (IDA & IBRD countries),TEC,6.867263601
Togo,TGO,0.4102
Thailand,THA,2.7593
Tajikistan,TJK,
Turkmenistan,TKM,
Latin America & the Caribbean (IDA & IBRD countries),TLA,5.009759635
Timor,TLS,1668
Middle East & North Africa (IDA & IBRD countries),TMN,2.008680812
Tonga,TON,4157
South Asia (IDA & IBRD),TSA,1.482737979
Sub-Saharan Africa (IDA & IBRD countries),TSS,0.985744586
Trinidad and Tobago,TTO,4.0934
Tunisia,TUN,2.5136
Turkey,TUR,2.7107
Tuvalu,TUV,4.2609
Tanzania,TZA,0.5843
Uganda,UGA,1.2382
Ukraine,UKR,
Upper middle income,UMC,3.610368293
Uruguay,URY,1.9412
United States,USA,14548
Uzbekistan,UZB,
Saint Vincent and the Grenadines,VCT,7.0145
Venezuela,VEN,0.9416
British Virgin Islands,VGB,
United States Virgin Islands,VIR,
Vietnam,VNM,1.4463
Vanuatu,VUT,1.4247
World,WLD,3.81540351
Samoa,WSM,2.4885
Kosovo,XKX,
Yemen,YEM,0.7852
South Africa,ZAF,1.3078
Zambia,ZMB,1.3376
Zimbabwe,ZWE,1.9346
