Lebanon,LBN,719.4435
Liberia,LBR,56.5990
Libya,LBY,
Saint Lucia,LCA,460.0688
Latin America & Caribbean,LCN,684.7596
Least developed countries: UN classification,LDC,47.1953
Low income,LIC,33.6116
Liechtenstein,LIE,
Sri Lanka,LKA,159.4847
Lower middle income,LMC,83.4202
Low & middle income,LMY,250.5530
Lesotho,LSO,104.5528
Late-demographic dividend,LTE,506.2166
Lithuania,LTU,1078.1792
Luxembourg,LUX,5782.6284
Latvia,LVA,930.3524
Macao SAR. China,MAC,
St. Martin (French part),MAF,
Morocco,MAR,161.0109
Monaco,MCO,2932.4219
Moldova,MDA,191.1858
Madagascar,MDG,24.6708
Maldives,MDV,1006.9388
Middle East & North Africa,MEA,458.9609
Mexico,MEX,494.6776
Marshall Islands,MHL,642.1992
Middle income,MIC,273.8867
Macedonia,MKD,328.4198
Mali,MLI,31.3781
Malta,MLT,2585.5640
Myanmar,MMR,58.0440
Middle East & North Africa (excluding high income),MNA,262.1531
Montenegro,MNE,
Mongolia,MNG,148.7845
Northern Mariana Islands,MNP,
Mozambique,MOZ,21.0712
Mauritania,MRT,48.8171
Mauritius,MUS,599.6998
Malawi,MWI,32.2594
Malaysia,MYS,384.0661
North America,NAC,9691.0893
Namibia,NAM,447.2806
New Caledonia,NCL,
Niger,NER,29.2617
Nigeria,NGA,73.9250
Nicaragua,NIC,192.0834
Netherlands,NLD,4911.4404
Norway,NOR,7936.3750
Nepal,NPL,47.9154
Nauru,NRU,1106.7510
New Zealand,NZL,3937.2219
OECD members,OED,4834.7853
Oman,OMN,587.6463
Other small states,OSS,639.8970
Pakistan,PAK,44.5930
Panama,PAN,1112.3032
Peru,PER,332.5709
Philippines,PHL,132.9010
Palau,PLW,1596.3629
Papua New Guinea,PNG,61.4578
Poland,POL,906.8201
Pre-demographic dividend,PRE,65.8969
Puerto Rico,PRI,
Korea. Dem. People’s Rep.,PRK,
Portugal,PRT,1908.0339
Paraguay,PRY,381.1131
Palestine,PSE,
Pacific island small states,PSS,199.0090
Post-demographic dividend,PST,5550.6238
French Polynesia,PYF,
Qatar,QAT,1649.1862
Romania,ROU,555.1047
Russia,RUS,585.8732
Rwanda,RWA,49.2045
South Asia,SAS,64.4654
Saudi Arabia,SAU,1093.4055
Sudan,SDN,193.7930
Senegal,SEN,55.0140
Singapore,SGP,2618.7124
Solomon Islands,SLB,101.2399
Sierra Leone,SLE,66.4022
El Salvador,SLV,282.4910
San Marino,SMR,3361.6448
Somalia,SOM,
Serbia,SRB,528.5452
Sub-Saharan Africa (excluding high income),SSA,83.6933
South Sudan,SSD,22.8886
Sub-Saharan Africa,SSF,83.7588
Small states,SST,602.0382
Sao Tome and Principe,STP,119.6957
Suriname,SUR,339.3280
Slovakia,SVK,1186.1364
Slovenia,SVN,1920.2819
Sweden,SWE,5904.5840
Swaziland,SWZ,224.7368
Sint Maarten (Dutch part),SXM,
Seychelles,SYC,791.6567
Syria,SYR,
Turks and Caicos Islands,TCA,
Chad,TCD,29.7309
East Asia & Pacific (IDA & IBRD countries),TEA,344.2894
Europe & Central Asia (IDA & IBRD countries),TEC,462.7153
Togo,TGO,38.0487
Thailand,THA,247.0351
Tajikistan,TJK,57.8999
Turkmenistan,TKM,456.4827
Latin America & the Caribbean (IDA & IBRD countries),TLA,678.3152
Timor,TLS,83.1977
Middle East & North Africa (IDA & IBRD countries),TMN,262.1531
Tonga,TON,222.0155
South Asia (IDA & IBRD),TSA,64.4654
Sub-Saharan Africa (IDA & IBRD countries),TSS,83.7588
Trinidad and Tobago,TTO,1124.0917
Tunisia,TUN,250.5622
Turkey,TUR,444.6537
Tuvalu,TUV,622.1767
Tanzania,TZA,33.9166
Uganda,UGA,38.4264
Ukraine,UKR,177.4089
Upper middle income,UMC,489.7739
Uruguay,URY,1591.5332
United States,USA,10246.1387
Uzbekistan,UZB,98.8246
Saint Vincent and the Grenadines,VCT,320.5933
Venezuela,VEN,94.2294
British Virgin Islands,VGB,
United States Virgin Islands,VIR,
Vietnam,VNM,129.5760
Vanuatu,VUT,105.6665
World,WLD,1061.0571
Samoa,WSM,233.0651
Kosovo,XKX,
Yemen,YEM,72.0395
South Africa,ZAF,499.2375
Zambia,ZMB,67.6487
Zimbabwe,ZWE,110.1496
,,
